text,label
I'd like to watch Health Warning at the closest movie house,SearchScreeningEvent
When will it be hot in Millvale,GetWeather
Play my Trapeo playlist.,PlayMusic
rate To Your Scattered Bodies Go a 1 out of 6,RateBook
Give me the local movie times .,SearchScreeningEvent
find Home Fires,SearchCreativeWork
Take me to the top-rated taverna in Sealy for trattoria next week for 5,BookRestaurant
find Trivial Pursuit America Plays,SearchCreativeWork
book a restaurant for my baby and I in Delaware,BookRestaurant
Play me a song from the twenties by Randy Bachman,PlayMusic
rate this book titled The Improvisatore five stars,RateBook
Put this song on legendary guitar solos,AddToPlaylist
Add So Far to my Retrovisor playlist.,AddToPlaylist
I need a reservation for a restaurant that serves cupcakes in OH,BookRestaurant
Add another song to the country playlist.,AddToPlaylist
List movie schedules at Showcase Cinemas,SearchScreeningEvent
"Book a reservation at a restaurant with me, matilda and deana",BookRestaurant
"find The Life of Riley , a photograph",SearchCreativeWork
put once bitten twice bitten into the pulse of americana,AddToPlaylist
Please rate this book and album 4 to 6 stars .,RateBook
Add to isabella's Club Hits this song,AddToPlaylist
Fine movie times .,SearchScreeningEvent
Add another tune to my Lo mejor del Rock de España playlist.,AddToPlaylist
Please find the schedule for Jappeloup at Bow Tie Cinemas .,SearchScreeningEvent
what is the blizzard forecast for 1206 in MS,GetWeather
add this artist to my Pop Punk's Not Dead,AddToPlaylist
Play a 1983 ballad on Groove Shark .,PlayMusic
What's the weather here on 2/7/2021,GetWeather
whats the nearest movie house showing animated movies,SearchScreeningEvent
What's the weather 1 minute from now in Mount Nimba Strict Nature Reserve,GetWeather
How humid is it in Paducah ?,GetWeather
Play a top symphony sort form 1959 by Stuart Garrard .,PlayMusic
What movies are playing at Regal Entertainment Group,SearchScreeningEvent
What is the weather forecast in the country of Chile fifteen hours from now,GetWeather
I want to book a restaurant with a pool for five in Conehatta,BookRestaurant
Book a table at a brasserie far from my Livonia Av .,BookRestaurant
Play Everybody Wins trailer,SearchCreativeWork
I need a reservation for January 9 at a restaurant that serves souvlaki nearby Cypress Av for a party of 1,BookRestaurant
play some Bertine Zetlitz record,PlayMusic
"Book a restaurant for monique stewart, arlene and jami .",BookRestaurant
What's the weather in Koontz Lake,GetWeather
Add Bonga to the Black Sabbath The Dio Years playlist,AddToPlaylist
book a spot for 8 at a popular taverna,BookRestaurant
"Put this song on my playlist, In The Name Of Blues .",AddToPlaylist
Give the current textbook 2 of 6,RateBook
Will it be freezing within walking distance of Alaska ?,GetWeather
I'd give this essay a three of 6,RateBook
I give the part of the chronicle Growth Fetish four out of 6 stars .,RateBook
show creativity of All for One,SearchCreativeWork
Weather for nearby Roselle,GetWeather
Play me the most popular Peja song on Slacker,PlayMusic
Play the 1991 soundtrack from Ian Mcdonald,PlayMusic
add antisleep volume 04 in All Out 70s playlist,AddToPlaylist
Search for the song called Journal of the American Statistical Association,SearchCreativeWork
I want to take four friends to the pub for some tuna casserole,BookRestaurant
Where can I view the picture of Workin’ with the Miles Davis Quintet,SearchCreativeWork
Find a table at a joint with northern brazilian food in GA,BookRestaurant
This current textbook should have a rating value of two and a best rating of 6,RateBook
Find a reservation for a highly rated steakhouse in China for a party of five at 055152,BookRestaurant
what is the Niceville forecast in FM,GetWeather
what's the nearest movie theatre showing movies,SearchScreeningEvent
I want to give the following essay five points out of 6,RateBook
Can I go see Cash and Curry at a movie theatre ?,SearchScreeningEvent
show Nightcall,SearchCreativeWork
add LISA to my playlist Street Dance,AddToPlaylist
Add Igor Talkow to my Women of K-Pop list,AddToPlaylist
play The Sea Cabinet,SearchCreativeWork
book a taverna for me and jami,BookRestaurant
What is the closest movie house playing films,SearchScreeningEvent
Add histoires sans paroles to my Women of K-Pop list,AddToPlaylist
Can you tell me the weather forecast for six am in Grenada,GetWeather
Add Marianne Faithfull to june's Hillary Clinton's Women's History Month Playlist .,AddToPlaylist
find Cinemark Theatres with films,SearchScreeningEvent
Give this current novel a 4 .,RateBook
Play music from 1954,PlayMusic
Rate Book of the Dead three stars,RateBook
Where to watch show Extremely Live,SearchCreativeWork
show creativity of Accident Analysis & Prevention,SearchCreativeWork
add Bring Back My Daddy to Me to my playlist named Might and Myth Power Metal,AddToPlaylist
Book a restaurant for 2 at a cafe that I can get a croissant at,BookRestaurant
Add outside the dream syndicate to millicent's fresh electronic playlist,AddToPlaylist
Will there be a blizzard in North Carolina,GetWeather
Play music from the list Indie Electronics,PlayMusic
Play One Way Ticket by Ray Kennedy .,PlayMusic
I give Nothing Lasts Forever 5 out of 6 points .,RateBook
find Regal Entertainment Group animated movies,SearchScreeningEvent
play Matt Uelmen songs from 1965 on Slacker,PlayMusic
I give Obama From Promise to Power 6 points and a rating value of 1,RateBook
Book a restaurant in Switzerland for 3 .,BookRestaurant
I want to put roberto valverde into my Ultra Metal list,AddToPlaylist
Rate the book White Girl Bleed a Lot only two points .,RateBook
rate the current textbook a 5,RateBook
What is the weather forecast for New Mexico,GetWeather
Add my track to old school metal playlist,AddToPlaylist
Play Songs Of Heaven by ami koshimizu,PlayMusic
Put the artist Pat Monahan onto the emily dickinson playlist.,AddToPlaylist
Will it be nice on Aug. the nineteenth in Beda Bulgaria,GetWeather
Play me a seventies ep,PlayMusic
Show me the book Playlist The Very Best of Dolly Parton,SearchCreativeWork
I want this chronicle to get a rating of 4,RateBook
Rate the Glory Season three stars,RateBook
Find a reservation far from my work location in eight hours for 8 people at Union Auto Company,BookRestaurant
play my melodious playlist,PlayMusic
What's the weather at zero PM in Papeton Montserrat,GetWeather
play a good 1952 symphony,PlayMusic
I need a reservation for five at a top-rated english restaurant in Elma,BookRestaurant
Add track to Urban Poet,AddToPlaylist
Please tell me the movie times,SearchScreeningEvent
Look for the Editor & Publisher TV series,SearchCreativeWork
Find a movie called Dorothy and the Witches of Oz .,SearchCreativeWork
using stars the current object gets four for the textbook out of 6,RateBook
What is the movie schedule for the Pacific Theatres,SearchScreeningEvent
Where is The Penthouse playing,SearchScreeningEvent
What is the weather forecast for Nicaragua,GetWeather
Rate the current novel 5 of 6 points,RateBook
Can you find the television show Manifesto of Nevermore,SearchCreativeWork
Play Gary Chapman music from the fifties,PlayMusic
give 0 out of 6 to War of the Spider Queen saga,RateBook
What's the forecast for KS for Jan. first ?,GetWeather
What time is Scream of Stone playing,SearchScreeningEvent
I'd like to hear Cry Baby Cry by Ally Kerr .,PlayMusic
what movie house is showing Sherlock Holmes and the Secret Weapon,SearchScreeningEvent
Show me the book Pokémon The Johto Journeys,SearchCreativeWork
Reserve a table for 1 person in WI .,BookRestaurant
Add afdlin shauki to La Mejor Música Dance 2017,AddToPlaylist
how's the weather looking in Pheba,GetWeather
I'd like to listen to opera on Youtube,PlayMusic
Find a novel called Matching Dreams .,SearchCreativeWork
Add jenifer to Rock the 2000's,AddToPlaylist
rate this series titled Adolf Hitler My Part in His Downfall two stars,RateBook
Add Candlelight to my House Afterwork playlist.,AddToPlaylist
I want to hear some of David Gilmour 's music from 1973,PlayMusic
Go to Your Heart Belongs to Me,SearchCreativeWork
"book a masala bar on march 6, 2034",BookRestaurant
add Wing track to All A Cappella,AddToPlaylist
I'd like to eat at a highly rated swiss restaurant in Irma at two pm,BookRestaurant
Please use Itunes to play something from 1986,PlayMusic
play Isham Jones,PlayMusic
is The Sleeping Beauty playing at 8 A.M. at Cobb Theatres,SearchScreeningEvent
I want to eat at a bar in Saudi Arabia that serves cannelloni .,BookRestaurant
I need a table for 5 at the restaurant I ate at last Oct.,BookRestaurant
Play Shoo on iheart from greatest record,PlayMusic
Where can I view the photograph of Johnny Cool,SearchCreativeWork
Will I be able to watch Camping-car at movie house at 6 pm ?,SearchScreeningEvent
play Yo Ho from the new york pops on Youtube,PlayMusic
what is the forecast for Sea Isle City in Louisiana for warmer weather,GetWeather
add gabrial mcnair to my Love In Paris list,AddToPlaylist
Add the artist to my This Is Mozart playlist.,AddToPlaylist
Put robbie robertson into my chill out playlist.,AddToPlaylist
Play music by Antonella Barba from the album Bath,PlayMusic
What time is Too Young to Marry showing,SearchScreeningEvent
I'm looking for the game called Summer of Fear,SearchCreativeWork
What is the best restaurant in Kentucky for ten at 0 am,BookRestaurant
Can I get the movie times for in the neighbourhood movies,SearchScreeningEvent
Find the movie schedule for Pacific Theatres .,SearchScreeningEvent
Play music from 1968 on Vimeo .,PlayMusic
"I want to book a spot at a bar in Henniker , North Dakota .",BookRestaurant
play the track Asleep In The Deep,PlayMusic
"Add a tune to patrica's playlist, The Rhythm",AddToPlaylist
please put Book of Love on my NTC High Intensity Training Tracks playlist,AddToPlaylist
I need a reservation in Steele City,BookRestaurant
where can I find the game A Little Bit of Mambo,SearchCreativeWork
book a table in California for rita and brenda at Hurley Mountain Inn on january the 11th,BookRestaurant
"What are the weather conditions going to be like in Manhasset , Vermont on Dec. the 6th, 2036 ?",GetWeather
find a television show called The Passion of the Betty,SearchCreativeWork
Lets eat now somewhere in Roach,BookRestaurant
find movie schedules,SearchScreeningEvent
I want to hear music on my Slacker app,PlayMusic
Rate this chronicle 0 stars,RateBook
play scott la rock from Stella on Slacker,PlayMusic
Rate Nuclear Terrorism The Ultimate Preventable Catastrophe 5 stars,RateBook
book in Bolivia a brasserie for tourte food,BookRestaurant
"I want to hear Aki Nawaz , play the song fair annie .",PlayMusic
What will the weather be at thirteen in NJ ?,GetWeather
Can I listen to Dj Vibe 's top 10 ?,PlayMusic
I want to watch the TV show Tales from Space About a Blob,SearchCreativeWork
Is it chillier here,GetWeather
Rate Lords of the Rim zero stars,RateBook
I want to add this So Chan whee tune to Latin Alternative Music,AddToPlaylist
I give a rating of four to this textbook .,RateBook
What animated movies are playing at the Magic Johnson Theatres,SearchScreeningEvent
rate this book 2 of 6 points,RateBook
What's the weather in close by my current position,GetWeather
Rate Primal Fear one of 6,RateBook
book a spot for nine near Togo,BookRestaurant
Please play a song by Everlast,PlayMusic
Table for five at a restaurant in Lavina,BookRestaurant
Find the schedule for Without Witness twenty two hours from now .,SearchScreeningEvent
play Zvooq,PlayMusic
please add this song to Madden NFL 16,AddToPlaylist
Is Race Gurram playing,SearchScreeningEvent
Find a reservation at Fish Express,BookRestaurant
what is the movie schedule of animated movies in the area,SearchScreeningEvent
When Religion Becomes Evil is only worth 1 stars,RateBook
I'm wondering what movies will be laying around here .,SearchScreeningEvent
add track to my playlist a sudden rainstorm,AddToPlaylist
play Deezer tunes Are & Be,PlayMusic
rate The Ape-Man Within 4,RateBook
Add CJ Snare to my indie mim playlist,AddToPlaylist
Play a record from 1950 .,PlayMusic
"Will it snow on Apr. eighteenth, 2029 in Myanmar ?",GetWeather
play Doctor Fink if i could choose,PlayMusic
Where to see painting Twelve Angry Men,SearchCreativeWork
Book a reservation for a brasserie serving soupe in Tokelau,BookRestaurant
Where can I find the JKT48 School,SearchCreativeWork
Play a 1964 symphony on Netflix .,PlayMusic
Will it get colder in Cape Fair,GetWeather
Where can I see the show Kind of Glue ?,SearchCreativeWork
